rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Wifi,Free parking on premises,TV,Washer,Paid crib - available upon request,Children’s books and toys for ages 2-5 years old,Baby bath - available upon request,Exterior security cameras on property,Carbon monoxide alarm,Smoke alarm,Guest favorite,Courtyard view,Kitchen,Dedicated workspace,Pets allowed,32 inch HDTV with Netflix,Free washer – In unit,Private patio or balcony,HDTV,Hair dryer,Garden view,Patio or balcony,Backyard,Air conditioning,Smoking allowed,Elevator,Central air conditioning,Pool,Shared outdoor pool - open specific hours,infinity,Hot tub,50 inch HDTV,Paid washer – In unit,City skyline view,Mountain view,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV with premium cable,Free parking garage on premises – 1 space,Refrigerator,Microwave,Shared sauna,Luggage dropoff allowed,Shared hot tub - available all year,43 inch HDTV with standard cable,Netflix,Disney+,Amazon Prime Video,Fast wifi – 66 Mbps,Shared pool,Pack ’n play/Travel crib,Fire pit,Free dryer – In unit,Superhost,Lake access,Shared pool - available all year,Washer – In unit,Private hot tub,Private outdoor pool - available all year,open 24 hours,Fast wifi – 244 Mbps,Shared pool - open specific hours,Shared hot tub,43 inch HDTV with Fire TV,Fast wifi – 179 Mbps,Free washer,Free street parking,Fast wifi – 325 Mbps,43 inch HDTV with Amazon Prime Video,Apple TV,standard cable,Park view,Wifi – 34 Mbps,Free carport on premises,40 inch HDTV with premium cable,HDTV with Netflix,Free residential garage on premises – 1 space,Haceb refrigerator,Fast wifi – 129 Mbps,32 inch HDTV with Amazon Prime Video,Sauna,Shared hot tub - open specific hours,41 inch HDTV with HBO Max,Chromecast,premium cable,Free driveway parking on premises – 4 spaces,lap pool,TV with Netflix,Roku,Paid washer,Fast wifi – 183 Mbps,Paid washer – In building,Fast wifi – 294 Mbps,Free carport on premises – 1 space,43 inch HDTV with premium cable,HBO Max,Dryer – In unit,Fast wifi – 185 Mbps,Free residential garage on premises,55 inch HDTV with Amazon Prime Video,Fire TV,Private hot tub - available all year,49 inch HDTV with Netflix,Private indoor pool - available all year,50 inch HDTV with standard cable,Shared patio or balcony,TV with standard cable,Shared backyard – Fully fenced,Long term stays allowed,Indoor pool - available all year,55 inch HDTV with HBO Max,43 inch HDTV,Dryer,Free driveway parking on premises – 2 spaces,55 inch HDTV with Netflix,Shared pool -,AC - split type ductless system,Fast wifi – 517 Mbps,Free driveway parking on premises – 1 space,Wifi – 36 Mbps,Free parking garage on premises – 2 spaces,TV with premium cable,Fast wifi – 158 Mbps,60 inch HDTV with Netflix,Portable air conditioning,Fast wifi – 125 Mbps,Shared indoor pool - open specific hours,48 inch HDTV,Fast wifi – 193 Mbps,102 inch HDTV with Netflix,Centrales refrigerator,Whirlpool refrigerator,HDTV with HBO Max,55 inch HDTV with Disney+,32 inch HDTV with standard cable,Crib,High chair,Fast wifi – 101 Mbps,42 inch HDTV with Netflix,Fast wifi – 260 Mbps,32 inch HDTV with Roku,42 inch HDTV with standard cable,40 inch HDTV,Bathtub,HDTV with Amazon Prime Video,Shared indoor pool - available all year,49 inch HDTV,Fast wifi – 535 Mbps,Free parking garage on premises,47 inch HDTV with Netflix,Fast wifi – 485 Mbps,49 inch HDTV with Amazon Prime Video,Shared backyard – Not fully fenced,Samsung refrigerator,37 inch HDTV with standard cable,Fast wifi – 429 Mbps,101 inch HDTV with standard cable,DVD player,Window AC unit,heated,Free residential garage on premises – 14 spaces,olympic-sized,pool toys,32 inch HDTV with Disney+,40 inch HDTV with standard cable,Mabe refrigerator,Fast wifi – 61 Mbps,HDTV with standard cable,50 inch HDTV with premium cable,Electrolux refrigerator,Pool view,46 inch HDTV with Netflix,Private sauna,Free residential garage on premises – 2 spaces,HDTV with Chromecast,EV charger - level 1,Private pool,140 inch TV,50 inch HDTV with Amazon Prime Video,43 inch TV,Private gym in building,Fast wifi – 488 Mbps,Shared backyard,Free driveway parking on premises – 5 spaces,Paid parking off premises,Private indoor pool,49 inch HDTV with premium cable,Free dryer – In building,Paid parking lot off premises,Shared outdoor pool - available seasonally,Free dryer,,Shared indoor pool - available seasonally,65 inch HDTV with Chromecast,60 inch HDTV with HBO Max,65 inch HDTV with Disney+,Fast wifi – 440 Mbps,70 inch HDTV with HBO Max,Free parking garage on premises – 83 spaces,50 inch TV with premium cable,Fast wifi – 137 Mbps,Fast wifi – 292 Mbps,Free residential garage on premises – 6 spaces,Private pool - available all year,55 inch HDTV,Pool - available seasonally,Private outdoor pool - open specific hours,Fast wifi – 82 Mbps,Free carport on premises – 2 spaces,55 inch HDTV with premium cable,Free parking on premises – 3 spaces,Challenger refrigerator,Shared indoor pool - open 24 hours,Fast wifi – 71 Mbps,Free parking on premises – 1 space,Fast wifi – 155 Mbps,127 inch HDTV with Netflix,Free parking on premises – 10 spaces,Fast wifi – 67 Mbps,42 inch HDTV with premium cable,43 inch HDTV with Netflix,Kaley refrigerator,Fast wifi – 347 Mbps,50 inch HDTV with Netflix,LikeIt,MessageSent,Responded,priceRankScore,Tab Order,priceRank,65 inch HDTV with Amazon Prime Video,TabOrder,Fast wifi – 314 Mbps,Bay view,Shared beach access,Fast wifi – 111 Mbps,Beach access – Beachfront,Ocean view,58 inch HDTV with Netflix,Fast wifi – 59 Mbps,Lake view,Wifi – 10 Mbps,37 inch HDTV with Chromecast,Private backyard – Not fully fenced,Children’s books and toys,Indoor fireplace
11,5143,1340,1340,1105,0,4,4,0,1350,844935497618007871,Apartment in Floridablanca,01/18/25 - 01/21/25,51,3,3,,New,50,https://www.airbnb.com/rooms/844935497618007871?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,15,3,55,1.078431373,0,7,7,0.137254902,,,,TRUE,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5138,1220,1305,1255,0,4,4,0,1350,1141994958508687703,Apartment in Bucaramanga,01/18/25 - 01/21/25,91,27,10,4.8,4.8 (10),20,https://www.airbnb.com/rooms/1141994958508687703?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,22,3,66,0.7252747253,12,13,25,0.2747252747,,,TRUE,,TRUE,TRUE,,,,TRUE,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5088,1220,1275,1235,0,4,4,0,1350,1037238714877035560,Apartment in Bucaramanga,01/18/25 - 01/21/25,91,27,16,4.76,4.76 (17),24,https://www.airbnb.com/rooms/1037238714877035560?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,83,0.9120879121,8,0,8,0.08791208791,,,TRUE,,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5073,1220,1275,1220,0,4,4,0,1350,1090791435035901042,Apartment in Bucaramanga,01/18/25 - 01/21/25,91,27,16,4.73,4.73 (11),27,https://www.airbnb.com/rooms/1090791435035901042?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,83,0.9120879121,8,0,8,0.08791208791,,,TRUE,,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5063,1225,1310,1170,0,4,4,0,1350,1187092113781630775,Apartment in Bucaramanga,01/18/25 - 01/21/25,90,26,9,4.6,4.6 (5),37,https://www.airbnb.com/rooms/1187092113781630775?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,21,3,64,0.7111111111,13,13,26,0.2888888889,,,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5058,1140,1275,1285,0,4,4,0,1350,734163826478818161,Apartment in Bucaramanga,01/18/25 - 01/21/25,112,43,16,4.86,4.86 (57),14,https://www.airbnb.com/rooms/734163826478818161?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,83,0.7410714286,13,16,29,0.2589285714,5 beds,,TRUE,TRUE,,,,,,,FALSE,,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5048,1130,1270,1290,0,4,4,0,1350,704328802640199677,Apartment in Bucaramanga,01/18/25 - 01/21/25,114,45,17,4.87,4.87 (23),13,https://www.airbnb.com/rooms/704328802640199677?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,86,0.7543859649,12,16,28,0.2456140351,,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5048,1155,1275,1260,0,4,4,0,1350,968660023582794188,Apartment in Bucaramanga,01/18/25 - 01/21/25,107,40,16,4.81,4.81 (16),19,https://www.airbnb.com/rooms/968660023582794188?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,83,0.7757009346,9,15,24,0.2242990654,,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5048,1160,1280,1250,0,4,4,0,1350,34687128,Apartment in Floridablanca,01/18/25 - 01/21/25,105,39,15,4.79,4.79 (78),21,https://www.airbnb.com/rooms/34687128?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,81,0.7714285714,9,15,24,0.2285714286,3 beds,,TRUE,TRUE,,TRUE,,,,,FALSE,FALSE,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5043,1155,1250,1280,0,4,4,0,1350,1236859005990542320,Loft in Bucaramanga,01/18/25 - 01/21/25,107,40,21,4.85,4.85 (26),15,https://www.airbnb.com/rooms/1236859005990542320?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,98,0.9158878505,9,0,9,0.08411214953,1 queen bed,,,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5043,1145,1270,1270,0,4,4,0,1350,763965346131895036,Apartment in Bucaramanga,01/18/25 - 01/21/25,109,42,17,4.83,4.83 (58),17,https://www.airbnb.com/rooms/763965346131895036?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.7981651376,7,15,22,0.2018348624,1 double bed,,TRUE,,TRUE,,,,,TRUE,FALSE,FALSE,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5023,1140,1275,1250,0,4,4,0,1350,666733473335766002,Apartment in Bucaramanga,01/18/25 - 01/21/25,112,43,16,4.79,4.79 (24),21,https://www.airbnb.com/rooms/666733473335766002?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,83,0.7410714286,13,16,29,0.2589285714,4 beds,,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,5018,1165,1270,1225,0,4,4,0,1350,686969237640624557,Apartment in Bucaramanga,01/18/25 - 01/21/25,104,38,17,4.74,4.74 (96),26,https://www.airbnb.com/rooms/686969237640624557?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,86,0.8269230769,5,13,18,0.1730769231,1 double bed,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,5018,1175,1290,1195,0,4,4,0,1350,770411103257860172,Apartment in Floridablanca,01/18/25 - 01/21/25,102,36,13,4.67,4.67 (27),32,https://www.airbnb.com/rooms/770411103257860172?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,76,0.7450980392,12,14,26,0.2549019608,,,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,5003,1115,1265,1265,0,4,4,0,1350,715417278609627990,Condo in Bucaramanga,01/18/25 - 01/21/25,117,48,18,4.82,4.82 (101),18,https://www.airbnb.com/rooms/715417278609627990?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,105,0.8974358974,11,17,28,0.2393162393,3 beds,,,,,,,,,,FALSE,,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4993,1090,1255,1290,0,4,4,0,1350,46922015,Apartment in Bucaramanga,01/18/25 - 01/21/25,123,53,20,4.87,4.87 (157),13,https://www.airbnb.com/rooms/46922015?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,97,0.7886178862,9,17,26,0.2113821138,,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4983,1120,1260,1245,0,4,4,0,1350,1106746192434016722,Apartment in Bucaramanga,01/18/25 - 01/21/25,116,47,19,4.78,4.78 (37),22,https://www.airbnb.com/rooms/1106746192434016722?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,93,0.8017241379,7,16,23,0.1982758621,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4978,1215,1275,1130,0,4,4,0,1350,1096420299608478027,Apartment in Bucaramanga,01/18/25 - 01/21/25,92,28,16,4.47,4.47 (19),45,https://www.airbnb.com/rooms/1096420299608478027?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,85,0.9239130435,7,0,7,0.07608695652,,,TRUE,,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4973,1115,1235,1265,0,4,4,0,1350,50777355,Apartment in Bucaramanga,01/18/25 - 01/21/25,117,48,24,4.82,4.82 (97),18,https://www.airbnb.com/rooms/50777355?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,108,0.9230769231,9,0,9,0.07692307692,,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4958,1130,1270,1200,0,4,4,0,1350,744019499465244621,Apartment in Bucaramanga,01/18/25 - 01/21/25,114,45,17,4.69,4.69 (16),31,https://www.airbnb.com/rooms/744019499465244621?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,86,0.7543859649,12,16,28,0.2456140351,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4938,1125,1260,1195,0,4,4,0,1350,978142594164351598,Apartment in Bucaramanga,01/18/25 - 01/21/25,115,46,19,4.67,4.67 (21),32,https://www.airbnb.com/rooms/978142594164351598?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,92,0.8,7,16,23,0.2,2 beds,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4933,1070,1260,1245,0,4,4,0,1350,47511245,Apartment in Floridablanca,01/18/25 - 01/21/25,129,57,19,4.78,4.78 (45),22,https://www.airbnb.com/rooms/47511245?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,93,0.7209302326,18,18,36,0.2790697674,1 queen bed,,TRUE,,,TRUE,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4903,1040,1245,1260,0,4,4,0,1350,761006155302996623,Condo in Bucaramanga,01/18/25 - 01/21/25,136,63,22,4.81,4.81 (48),19,https://www.airbnb.com/rooms/761006155302996623?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,103,0.7573529412,16,17,33,0.2426470588,4 beds,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4893,1135,1240,1160,0,4,4,0,1350,1088294013978889236,Apartment in Bucaramanga,01/18/25 - 01/21/25,113,44,23,4.58,4.58 (26),39,https://www.airbnb.com/rooms/1088294013978889236?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,104,0.9203539823,9,0,9,0.0796460177,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4883,1065,1230,1230,0,4,4,0,1350,1033496333498602235,Apartment in Bucaramanga,01/18/25 - 01/21/25,130,58,25,4.75,4.75 (28),25,https://www.airbnb.com/rooms/1033496333498602235?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,112,0.8615384615,0,18,18,0.1384615385,3 beds,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
